,AccID,Organism,Length,GC-content
289,NC_004445.1,"Erwinia pyrifoliae Ep1/96 plasmid pEP36, complete sequence",35904,49.63
290,NC_004446.1,"Erwinia amylovora IL-5 plasmid pEA2.8, complete sequence",2825,49.13
291,NC_004457.1,"Zymomonas mobilis ZM4 plasmid 1, complete sequence",40991,42.64
292,NC_004458.1,"Gluconobacter oxydans plasmid pAG5 DNA, complete sequence",5648,50.8
293,NC_004464.2,"Citrobacter freundii plasmid pCTX-M3, complete sequence",89468,51.03
294,NC_004526.2,"Propionibacterium granulosum cryptic plasmid pPG01, complete sequence",3539,57.42
295,NC_004527.1,"Rhodobacter blasticus plasmid pMG160 DNA, complete sequence",3431,67.04
296,NC_004528.1,"Leuconostoc citreum pLC22R plasmid, complete genome",9935,32.93
297,NC_004532.1,"Lactobacillus reuteri endogenous plasmid, complete sequence",4523,33.8
298,NC_004533.1,"Corynebacterium glutamicum plasmid pAG3, complete sequence",4603,51.88
299,NC_004534.1,"Corynebacterium glutamicum plasmid pCG2, complete sequence",6758,50.95
300,NC_004535.1,"Corynebacterium glutamicum plasmid pGA2, complete sequence",19218,50.57
301,NC_004554.1,"Xylella fastidiosa Temecula1 plasmid pXFPD1.3, complete sequence",1346,53.79
302,NC_004555.1,"Buchnera aphidicola str. Bp (Baizongia pistaciae) plasmid pBBp1, complete sequence",2399,25.39
303,NC_004562.1,"Staphylococcus aureus plasmid pNVH01, complete sequence",2650,30.42
304,NC_004564.1,"Yersinia enterocolitica plasmid pYVa127/90, complete sequence",66591,43.57
305,NC_004565.1,"Clostridium tetani E88 plasmid pE88, complete sequence",74082,24.53
306,NC_004574.1,"Ruegeria sp. PR1b plasmid pSD25, complete sequence",148650,59.57
307,NC_004604.2,"Bacillus megaterium QM B1551 plasmid pBM400, complete sequence",53865,36.47
308,NC_004632.1,"[Pseudomonas syringae] pv. tomato str. DC3000 plasmid pDC3000B, complete sequence",67473,56.17
309,NC_004633.1,"[Pseudomonas syringae] pv. tomato str. DC3000 plasmid pDC3000A, complete sequence",73661,55.15
310,NC_004652.1,"Lactococcus lactis subsp. lactis bv. diacetylactis plasmid pS7a, complete sequence",7302,33.43
311,NC_004653.1,"Lactococcus lactis subsp. lactis bv. diacetylactis plasmid pS7b, complete sequence",7264,33.65
312,NC_004669.1,"Enterococcus faecalis V583 plasmid pTEF1, complete sequence",66320,34.41
313,NC_004670.1,"Enterococcus faecalis V583 plasmid pTEF3, complete sequence",17963,33.32
314,NC_004671.1,"Enterococcus faecalis V583 plasmid pTEF2, complete sequence",57660,33.9
315,NC_004703.1,"Bacteroides thetaiotaomicron VPI-5482 plasmid p5482, complete sequence",33038,47.24
316,NC_004704.2,"Coxiella burnetii RSA 493 plasmid pQpH1, complete sequence",37319,39.34
317,NC_004719.1,"Streptomyces avermitilis MA-4680 = NBRC 14893 plasmid SAP1 DNA, complete sequence",94287,69.25
318,NC_004720.1,"Chlamydophila caviae GPIC plasmid pCpGP1, complete sequence",7966,33.69
319,NC_004721.2,"Bacillus cereus ATCC 14579 plasmid pBClin15, complete sequence",15274,38.03
320,NC_004734.1,"Acidithiobacillus caldus plasmid pTC-F14 replicon, complete sequence",14155,55.73
321,NC_004747.1,"Streptococcus thermophilus ST2-1 plasmid pND103, complete sequence",3531,32.4
322,NC_004758.1,"Neisseria meningitidis plasmid pJS-B, complete sequence",7245,42.1
323,NC_004767.1,"Helicobacter pylori plasmid pHP51, complete sequence",3955,35.3
324,NC_004768.1,"Bifidobacterium longum RW041 plasmid pNAC3, complete sequence",10224,62.03
325,NC_004769.1,"Bifidobacterium longum RW041 plasmid PNAC2, complete sequence",3684,64.69
326,NC_004770.1,"Bifidobacterium longum RW048 plasmid pNAC1, complete sequence",3538,58.79
327,NC_004771.1,"Pasteurella multocida plasmid pJR1, complete sequence",6792,45.66
328,NC_004772.1,"Pasteurella multocida plasmid pJR2, complete sequence",5252,41.81
329,NC_004773.1,"Corynebacterium jeikeium plasmid pA505, complete sequence",11946,55.87
330,NC_004774.1,"Corynebacterium jeikeium plasmid pA501, complete sequence",19934,55.14
331,NC_004808.2,"Streptomyces rochei plasmid pSLA2-L DNA, complete sequence",210614,72.84
332,NC_004811.1,"Flavobacterium psychrophilum strain D12 plasmid pCP1, complete sequence",3407,27.41
333,NC_004822.1,"Peanut witches'-broom phytoplasma plasmid pPNWB, complete sequence",4226,26.95
334,NC_004832.1,"Pediococcus acidilactici H plasmid pSMB74, complete sequence",8971,36.4
335,NC_004834.1,"Erwinia sp. Ejp 556 plasmid pEJ30, complete sequence",29593,49.73
336,NC_004835.1,"Yersinia pestis strain KIM5 plasmid pMT1, complete sequence",100984,50.16
337,NC_004836.1,"Yersinia pestis strain KIM5 plasmid pCD1, complete sequence",70504,44.81
338,NC_004837.1,"Yersinia pestis strain KIM5 plasmid pPCP1, complete sequence",9610,45.28
339,NC_004838.1,"Yersinia pestis KIM10+ plasmid pMT-1, complete sequence",100990,50.16
340,NC_004839.1,"Yersinia pestis strain KIM5 plasmid pCD1, complete sequence",70559,44.81
341,NC_004843.1,"Buchnera aphidicola Ps plasmid pBPS1, complete sequence",2308,24.26
342,NC_004845.1,"Helicobacter pylori plasmid pHPM8, complete sequence",7817,33.41
343,NC_004846.1,"Haemophilus influenzae biotype aegyptius plasmid pF3031, complete sequence",32433,36.65
344,NC_004847.1,"Lactococcus lactis cremoris HP plasmid pHP003, complete sequence",13433,40.05
345,NC_004851.1,"Shigella flexneri 2a str. 301 plasmid pCP301, complete sequence",221618,45.77
346,NC_004854.1,"Rhodococcus equi ATCC33701 plasmid pREAT701, complete sequence",80610,64.61
347,NC_004900.1,"Rhodococcus sp. B264-1 plasmid pB264, complete sequence",4970,64.71
348,NC_004922.1,"Lactococcus lactis lactis BGMN1-5 plasmid pMN5, complete sequence",5670,30.26
349,NC_004923.1,"Aeromonas salmonicida subsp. salmonicida strain A449 plasmid pAsa1, complete sequence",5424,57.02
350,NC_004924.1,"Aeromonas salmonicida subsp. salmonicida strain A449 plasmid pAsa3, complete sequence",5616,54.52
351,NC_004925.1,"Aeromonas salmonicida subsp. salmonicida strain A449 plasmid pAsa2, complete sequence",5247,52.2
352,NC_004929.1,"Ruegeria sp. PR1b plasmid pSD20, complete sequence",76093,62.64
353,NC_004930.1,"Lactococcus lactis cremoris P8-2-47 plasmid pBM02, complete sequence",3854,35.73
354,NC_004931.1,"Streptomyces sp. EN27 plasmid pEN2701, complete sequence",12855,72.56
355,NC_004932.1,"Bacillus pumilus plasmid pPL7065, complete sequence",7607,36.77
356,NC_004933.1,"Streptomyces lividans 1326 plasmid SLP2, complete sequence",50410,68.44
357,NC_004934.1,"Streptomyces violaceoruber strain SANK95570 plasmid pSV2, complete sequence",96742,69.75
358,NC_004936.1,"Enterobacter sp. RFL1396 plasmid pEsp1396, complete sequence",5622,42.37
359,NC_004937.1,"Lactobacillus delbrueckii subsp. lactis plasmid pLL1212, complete plasmid sequence",8713,43.35
360,NC_004938.1,"Brevibacillus borstelensis plasmid pHT926 DNA, complete sequence",1786,48.94
361,NC_004939.1,"Corynebacterium striatum strain M82B R-plasmid pTP10, complete sequence",51409,58.5
362,NC_004940.1,"Erwinia amylovora IH3-1 plasmid pEA1.7, complete sequence",1711,48.33
363,NC_004941.1,"Corynebacterium glutamicum 227 plasmid pXZ608, complete sequence",5949,55.96
364,NC_004942.1,"Lactobacillus sakei plasmid pRV500, complete sequence",12959,38.06
365,NC_004943.1,"Bifidobacterium longum NCC2705 plasmid pBLO1, complete sequence",3626,64.81
366,NC_004944.1,"Lactobacillus plantarum 5057 plasmid pMD5057, complete sequence",10877,36.22
367,NC_004945.1,"Corynebacterium glutamicum strain ATCC31830 R-plasmid pCG4, complete sequence",29371,52.08
368,NC_004947.1,"Lactobacillus fermentum plasmid pKC5b, complete sequence",4392,33.47
369,NC_004949.1,Helicobacter pylori plasmid pHel5 complete sequence,18291,34.42
370,NC_004950.1,Helicobacter pylori plasmid pHel4 complete sequence,10970,34.29
371,NC_004951.1,"Pseudomonas fulva plasmid pNI10 gene for hypothetical Rep protein, complete cds",5128,52.42
372,NC_004952.1,"Francisella novicida plasmid pFNL10, complete sequence",3990,32.16
373,NC_004953.1,"Corynebacterium jeikeium plasmid pCJ84, complete sequence",7580,53.51
374,NC_004954.1,"Micrococcus sp. 28 plasmid pSD10, complete sequence",50709,68.02
375,NC_004955.1,"Lactococcus lactis lactis IPLA 972 plasmid pBL1, complete sequence",10899,32.62
376,NC_004956.1,"Pseudomonas sp. ADP atrazine catabolic plasmid pADP-1, complete sequence",108845,62.56
377,NC_004957.1,"Lactobacillus sp. PC121B plasmid p121BS, complete sequence",4234,35.62
378,NC_004958.1,"Streptococcus thermophilus plasmid pSMQ172, complete sequence",4230,38.04
379,NC_004959.1,"Lactococcus lactis W-37 plasmid pSRQ900, complete sequence",10836,31.13
380,NC_004960.1,"Lactococcus lactis W-1 plasmid pSRQ800, complete sequence",7858,31.33
381,NC_004961.1,"Vibrio sp. 41 cryptic plasmid pPS41, complete sequence",6886,44.35
382,NC_004962.1,"Selenomonas ruminantium plasmid pJW1, complete sequence",1410,42.27
383,NC_004963.1,"Mycobacterium celatum plasmid pCLP, complete sequence",22688,65.48
384,NC_004964.1,"Plectonema sp. OrfG (orf A) gene, complete cds; gene, complete sequence; and OrfF (orf A), OrfB (orf A), Rep B homolog, OrfD (orf A), and OrfE (orf A) genes, complete cds",4194,43.68
385,NC_004965.1,"Sinorhizobium meliloti plasmid pRm1132f, complete sequence",7212,61.63
386,NC_004966.1,"Lactococcus lactis lactis bv. diacetylactis DPC220 plasmid pAH82, complete sequence",20331,34.44
387,NC_004968.1,"Streptococcus thermophilus ST371 plasmid pER371, complete sequence",2672,38.17
388,NC_004969.1,"Pseudoalteromonas sp. PS1M3 plasmid pPS1M3 DNA, complete sequence",3138,37.09
389,NC_004971.1,"Borrelia burgdorferi 297 plasmid cp18-2, complete sequence",21170,28.29
390,NC_004972.1,"Agrobacterium fabrum str. C58 plasmid pTiC58, complete sequence",8288,46.14
391,NC_004974.1,"Fusobacterium nucleatum plasmid pFN1, complete sequence",5887,23.29
392,NC_004977.1,"Selenomonas ruminantium plasmid pONE430 DNA, complete sequence",1527,46.37
393,NC_004978.1,"Bifidobacterium longum KJ plasmid pKJ50, complete sequence",4960,61.83
394,NC_004979.1,"Thermoanaerobacterium thermosaccharolyticum plasmid pNB2, complete sequence",1882,27.15
395,NC_004980.1,"Lactococcus lactis plasmid pWC1, complete sequence",2846,29.48
396,NC_004981.2,"Lactococcus lactis ML8 plasmid pCL2.1, complete sequence",2047,33.95
397,NC_004982.1,"Vibrio cholerae strain O395P plasmid pTLC, complete sequence",4719,46.6
398,NC_004984.1,"Microcystis aeruginosa strain UV025 plasmid pMa025, complete sequence",8018,62.35
399,NC_004985.1,"Lactobacillus acidophilus plasmid pLA106 DNA, complete sequence",2862,43.33
400,NC_004986.1,"Selenomonas ruminantium plasmid pONE429 DNA, complete sequence",2100,41.19
401,NC_004987.1,"Xanthomonas euvesicatoria plasmid pXV64, complete sequence",1851,56.56
402,NC_004988.1,"Borrelia burgdorferi ATCC 35210 plasmid lp16.9, complete sequence",16933,23.07
403,NC_004990.1,"Synechococcus elongatus PCC 7942 plasmid pUH24, complete sequence",7835,59.44
404,NC_004991.1,"Acetobacter pasteurianus plasmid pAP12875, complete sequence",1440,57.43
405,NC_004992.1,"Leuconostoc lactis plasmid pCI411, complete sequence",2926,35.1
406,NC_004997.1,"Campylobacter jejuni plasmid pCJ419, complete sequence",4013,30.15
407,NC_004998.1,"Escherichia coli plasmid p1658/97, complete sequence",125491,50.58
408,NC_004999.1,"Pseudomonas putida NCIB 9816-4 plasmid pDTG1, complete sequence",83042,56.18
409,NC_005000.1,"Enterococcus faecium U37 plasmid pRUM, complete sequence",24873,34.03
410,NC_005001.1,"Corynebacterium diphtheriae plasmid pNG2, complete sequence",15100,56.13
411,NC_005002.1,"Salmonella enterica subsp. enterica serovar Enteritidis plasmid pB, complete sequence",1983,57.19
412,NC_005003.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-06, complete sequence",6585,31.5
413,NC_005004.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-05, complete sequence",24365,29.27
414,NC_005005.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-04, complete sequence",17261,27.99
415,NC_005006.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-03, complete sequence",8007,35.58
416,NC_005007.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-02, complete sequence",4679,31.78
417,NC_005008.1,"Staphylococcus epidermidis ATCC 12228 plasmid pSE-12228-01, complete sequence",4439,30.05
418,NC_005009.1,"Pseudomonas putida plasmid pYQ39, complete sequence",2297,58.69
419,NC_005010.1,"Enterococcus faecalis BFE 1071 plasmid pEF1071, complete sequence",9328,37.2
420,NC_005011.1,"Staphylococcus aureus plasmid pMW2, complete sequence",20654,28.38
421,NC_005012.1,"Campylobacter jejuni subsp. jejuni 81-176 plasmid pVir, complete sequence",37468,25.88
422,NC_005013.1,"Enterococcus faecalis DS5 plasmid pAMalpha1, complete sequence",9759,35.56
423,NC_005014.1,"Salmonella enterica subsp. enterica serovar Typhimurium plasmid R64, complete sequence",120826,49.61
424,NC_005015.1,"Klebsiella pneumoniae BM4493 plasmid pIP843, complete sequence",7086,47.05
425,NC_005016.1,"Mycobacterium avium plasmid pVT2, complete sequence",12868,66.44
426,NC_005017.1,"Yersinia enterocolitica 8081 plasmid pYVe8081, complete sequence",67720,43.92
427,NC_005018.1,"Klebsiella pneumoniae 2kI plasmid pKPN2, complete sequence",4196,42.9
428,NC_005019.1,"Escherichia coli LG74 plasmid pLG13, complete sequence",6293,43.73
429,NC_005020.1,"Staphylococcus aureus SA5 plasmid pKH3, complete sequence",2979,28.97
430,NC_005021.1,"Streptococcus pneumoniae plasmid pSMB1, complete sequence",3162,32.19
431,NC_005022.1,"Streptococcus pneumoniae D39 plasmid pDP1, complete sequence",3161,32.2
432,NC_005023.1,"Acidithiobacillus ferridurans ATCC 33020 plasmid pTF5, complete sequence",19792,56.13
433,NC_005024.1,"Staphylococcus aureus plasmid pSK41, complete sequence",46445,29.68
434,NC_005026.1,"Bacteroides fragilis IB143 plasmid pBI143, complete sequence",2747,41.24
435,NC_005054.1,"Staphylococcus aureus plasmid pLW043, complete sequence",57889,30.81
436,NC_005073.1,"Rhodococcus erythropolis linear plasmid pBD2, complete sequence",210205,62.19
437,NC_005076.1,"Staphylococcus sciuri pSCFS1 plasmid, complete sequence",17108,33.98
438,NC_005088.1,"Delftia acidovorans B plasmid pUO1, complete sequence",67066,63.68
439,NC_005098.1,"Streptococcus thermophilus 2783 plasmid pt38, complete sequence",2911,32.39
440,NC_005127.1,"Staphylococcus aureus plasmid pUB101, complete sequence",21845,29.1
441,NC_005128.1,"Vibrio vulnificus YJ016 plasmid pYJ016 DNA, complete genome",48508,44.93
442,NC_005205.1,"Pseudomonas syringae pv. syringae A2 plasmid pPSR1, complete sequence",72601,54.37
443,NC_005206.1,"Trueperella pyogenes plasmid pAP2, complete sequence",9304,58.37
444,NC_005207.3,"Staphylococcus warneri plasmid pPI-1, complete sequence",30201,28.66
445,NC_005208.1,"Staphylococcus warneri plasmid pPI-2 DNA, complete sequence",2779,29.54
446,NC_005211.1,"Serratia marcescens plasmid R478, complete sequence",274762,45.5
447,NC_005229.1,"Synechocystis sp. PCC 6803 plasmid pSYSM DNA, complete genome",119895,42.95
448,NC_005230.1,"Synechocystis sp. PCC 6803 plasmid pSYSA DNA, complete genome",103307,44.48
449,NC_005231.1,"Synechocystis sp. PCC 6803 plasmid pSYSG DNA, complete genome",44343,48.62
450,NC_005232.1,"Synechocystis sp. PCC 6803 plasmid pSYSX DNA, complete sequence",106004,42.72
451,NC_005240.1,"Xanthomonas citri plasmid pXcB, complete sequence",37106,60.8
452,NC_005241.1,"Ralstonia eutropha H16 megaplasmid pHG1, complete sequence",452156,62.31
453,NC_005242.1,"Lysinibacillus sphaericus plasmid pLG, complete sequence",11066,37.47
454,NC_005243.1,"Staphylococcus aureus plasmid pC223, complete sequence",4608,31.49
455,NC_005244.2,"Pseudomonas sp. ND6 plasmid pND6-1, complete sequence",101858,56.96
456,NC_005245.1,"Avibacterium paragallinarum plasmid p250, complete sequence",6286,33.5
457,NC_005246.1,"Erwinia amylovora LebB66 plasmid pEL60, complete sequence",60145,51.47
458,NC_005247.1,"Erwinia amylovora UTRJ2 plasmid pEU30, complete sequence",30314,48.17
459,NC_005248.1,"Escherichia coli plasmid pIGAL1, complete sequence",8145,50.55
460,NC_005249.1,"Klebsiella pneumoniae CG43 plasmid pLVPK, complete sequence",219385,50.35
461,NC_005250.1,"Vibrio anguillarum 775 plasmid pJM1, complete sequence",65009,42.57
462,NC_005297.1,Rhodopseudomonas palustris CGA009 plasmid pRPA,8427,60.45
463,NC_005307.1,Gordonia westfalica strain DSM44215T plasmid pKB1 complete genome,101016,66.0
464,NC_005308.1,"Bacillus licheniformis plasmid pFL7, complete plasmid sequence",7853,43.59
465,NC_005311.1,"Bacillus licheniformis plasmid pFL5, complete plasmid sequence",9150,40.97
466,NC_005312.1,"Actinobacillus pleuropneumoniae plasmid pMS260, complete sequence",8124,60.48
467,NC_005322.1,"Streptococcus thermophilus plasmid pSMQ308, complete sequence",8144,37.84
468,NC_005323.1,"Streptococcus thermophilus SMQ-173 plasmid pSMQ173b, complete sequence",4449,37.0
469,NC_005324.1,"Escherichia coli plasmid p9123, complete sequence",6222,52.44
470,NC_005325.1,"Moraxella catarrhalis mobilizable plasmid pEMCJH03, complete sequence",3510,44.22
471,NC_005326.1,"[Clostridium] difficile plasmid pCD6, complete sequence",6830,24.49
472,NC_005327.1,"Escherichia coli plasmid pC15-1a, complete sequence",92353,52.58
473,NC_005328.1,"Bacillus methanolicus MGA3 plasmid pBM19, complete sequence",19167,36.69
474,NC_005329.1,"Haemophilus ducreyi strain ATCC 27722 plasmid pNAD1, complete sequence",5568,34.07
475,NC_005564.1,"Staphylococcus aureus plasmid pS194, complete sequence",4397,31.54
476,NC_005565.1,"Staphylococcus aureus plasmid pSN2, complete sequence",1288,36.26
477,NC_005566.1,"Staphylococcus epidermidis SK398 plasmid pSK639, complete sequence",8013,33.83
478,NC_005567.1,"Bacillus thuringiensis H1.1 plasmid pGI3, complete sequence",11365,31.66
479,NC_005570.1,"Yersinia enterocolitica 29807 plasmid p29807, complete sequence",2682,46.98
480,NC_005701.1,"Zymomonas mobilis ATCC 10988 plasmid pZMO2, complete sequence",1669,38.53
481,NC_005705.1,"Propionibacterium jensenii DF1 plasmid pLME106, complete sequence",6868,65.35
482,NC_005706.1,"Erwinia amylovora Ea88 plasmid pEA29, complete sequence",28185,50.2
483,NC_005707.1,"Bacillus cereus ATCC 10987 plasmid pBc10987, complete sequence",208369,33.44
484,NC_005792.1,"Thermus thermophilus HB8 plasmid pTT8, complete sequence",9328,68.98
485,NC_005793.2,"Achromobacter denitrificans plasmid pEST4011, complete sequence",76958,62.03
486,NC_005813.1,"Yersinia pestis biovar Microtus str. 91001 plasmid pCD1, complete sequence",70159,44.85
487,NC_005814.1,"Yersinia pestis biovar Microtus str. 91001 plasmid pCRY, complete sequence",21742,49.07
488,NC_005815.1,"Yersinia pestis biovar Microtus str. 91001 plasmid pMT1, complete sequence",106642,50.31
489,NC_005816.1,"Yersinia pestis biovar Microtus str. 91001 plasmid pPCP1, complete sequence",9609,45.26
